         162598121 function calls (162250956 primitive calls) in 223.822 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.003    0.002    0.003    0.002 {pandas._libs.parsers.sanitize_objects}
       73    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/util/_exceptions.py:28(find_stack_level)
      206    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:4137(_check_setitem_copy)
      929    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:225(set_axis)
     6261    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:926(__len__)
      177    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       16    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6885(insert)
      266    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:821(_set_axis)
      209    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:3976(_get_indexer)
      315    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1830(_consolidate_check)
    14333    0.003    0.000    0.003    0.000 /usr/lib/python3.8/codecs.py:331(getstate)
       56    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/merge.py:896(_maybe_add_join_keys)
      252    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2746(inferred_type)
        2    0.003    0.001    0.003    0.001 {pandas._libs.join.full_outer_join}
    58268    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:109(_box_func)
    54124    0.003    0.000    0.003    0.000 {built-in method builtins.chr}
     8321    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:825(iget)
     6052    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_internal.py:918(npy_ctypes_check)
     2519    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:611(name)
      402    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:188(is_bool)
       99    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/range.py:118(__new__)
       66    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/fonts.py:69(__init__)
      236    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numerictypes.py:573(_can_coerce_all)
      101    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5592(identical)
     2386    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/flags.py:49(__init__)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:4215(__delitem__)
      110    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:221(_convert_slice_indexer)
       33    0.000    0.000    0.003    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
       46    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1516(__invert__)
      649    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:102(__set__)
       98    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:625(<listcomp>)
      637    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:266(is_dict_like)
      247    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2396(_using_copy_on_write)
     1100    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:597(_get_root)
      190    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/api.py:316(<genexpr>)
      352    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:3(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/_writer.py:3(<module>)
     2447    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1154(needs_i8_conversion)
        6    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6097(_get_indexer_strict)
      210    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4021(_check_indexing_method)
       74    0.000    0.000    0.002    0.000 /usr/lib/python3.8/warnings.py:96(_showwarnmsg)
      402    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:430(is_inferred_bool_dtype)
      184    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_asarray.py:22(require)
       74    0.000    0.000    0.002    0.000 /usr/lib/python3.8/warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py:3(<module>)
     1205    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:596(dtype)
      769    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/construction.py:861(is_empty_data)
      572    0.001    0.000    0.002    0.000 /usr/lib/python3.8/warnings.py:181(_add_filter)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:3(<module>)
     3352    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:125(__array__)
     6052    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/base.py:403(__repr__)
      265    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2753(_is_all_dates)
      321    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:463(is_interval_dtype)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/stylesheet.py:188(apply_stylesheet)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/fill.py:4(<module>)
      108    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/nanops.py:261(_get_values)
      184    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/common.py:96(is_bool_indexer)
     1441    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:188(is_array_like)
      181    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argsort)
      497    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5157(_get_engine_target)
     1551    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      929    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/base.py:58(_validate_set_axis)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:496(nested_data_to_arrays)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:790(to_arrays)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/workbook.py:3(<module>)
     1895    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/flags.py:85(allows_duplicate_labels)
      351    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
   310/33    0.001    0.000    0.002    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chartsheet/__init__.py:3(<module>)
     3808    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1744(<genexpr>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/text.py:2(<module>)
     1096    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:650(_warn_if_deprecated)
     2727    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     1794    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/manifest.py:3(<module>)
      665    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
     1014    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/common.py:556(require_length_match)
       23    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:3194(_construct_result)
      437    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:108(<setcomp>)
      226    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:80(__init__)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:879(_list_to_arrays)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/excel.py:147(read_workbook)
     1397    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/construction.py:676(_sanitize_ndim)
      187    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:375(dtype)
    14762    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/base.py:340(_is_boolean)
     3723    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:500(dtype)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chartsheet/chartsheet.py:3(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/excel.py:203(read_worksheets)
      112    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4216(_convert_slice_indexer)
      680    0.002    0.000    0.002    0.000 {built-in method posix.stat}
      352    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:376(cached)
       98    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:327(_maybe_dedup_names)
      321    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1247(is_dtype)
     1237    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      290    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1836(<listcomp>)
      282    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
     3664    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:537(is_string_or_object_np_dtype)
      187    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:366(needs_filling)
      209    0.002    0.000    0.002    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      176    0.002    0.000    0.002    0.000 {built-in method io.open_code}
     2112    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1487(is_ea_or_datetimelike_dtype)
      181    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1012(argsort)
       54    0.000    0.000    0.002    0.000 /usr/lib/python3.8/xml/etree/ElementTree.py:1307(XML)
     2196    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:611(_get_deprecated_option)
     1205    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2026(dtype)
      119    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:932(__array__)
       31    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:237(__init__)
      475    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:1267(_set_as_cached)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_write_only.py:4(<module>)
     1127    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:564(_get_axis)
      176    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:9803(join)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:9976(_join_compat)
    15808    0.002    0.000    0.002    0.000 {pandas._libs.hashtable.object_hash}
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/stylesheet.py:97(from_tree)
     1302    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
      2/1    0.000    0.000    0.002    0.002 /usr/lib/python3.8/mimetypes.py:66(__init__)
        2    0.000    0.000    0.002    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_read_only.py:34(__init__)
        2    0.000    0.000    0.002    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_read_only.py:44(_get_size)
     1282    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:140(__set__)
      230    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1178(maybe_infer_to_datetimelike)
       59    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6845(delete)
      154    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1699(_is_label_reference)
        9    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4361(reindex)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/mimetypes.py:345(init)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_writer.py:3(<module>)
      596    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:82(__set__)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/sequence.py:3(<module>)
        2    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_reader.py:160(parse_dimensions)
      437    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:116(<setcomp>)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/workbook.py:31(__init__)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/workbook.py:58(__init__)
      438    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:225(<listcomp>)
      154    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/concat.py:476(<listcomp>)
       90    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2314(is_monotonic_increasing)
     1315    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:113(<genexpr>)
       53    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(prod)
      572    0.001    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:458(__enter__)
      181    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
     1296    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1867(__init__)
       37    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(all)
        1    0.000    0.000    0.001    0.001 enrichissement.py:373(getArchiveErrorSIRET)
      110    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1324(_iset_single)
       28    0.000    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:1436(info)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.8/mimetypes.py:197(read)
     9455    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:988(<genexpr>)
     9456    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_openpyxl.py:632(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/drawings.py:5(<module>)
        3    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1455(idelete)
        1    0.001    0.001    0.001    0.001 /usr/lib/python3.8/mimetypes.py:208(readfp)
     9456    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_openpyxl.py:631(<genexpr>)
      141    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:429(__enter__)
     2086    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/range.py:946(__len__)
       52    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/named_styles.py:51(__init__)
      317    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/cell/text.py:138(__init__)
      475    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1050(from_blocks)
      676    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:790(is_unsigned_integer_dtype)
       53    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/alignment.py:45(__init__)
       94    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:640(<listcomp>)
     4471    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      375    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1422(sanitize_to_nanoseconds)
      362    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1891(from_blocks)
       28    0.000    0.000    0.001    0.000 /usr/lib/python3.8/logging/__init__.py:1565(_log)
      149    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1997(__contains__)
       56    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:345(apply)
    15147    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/base.py:406(__str__)
      350    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1204(is_numeric_dtype)
       37    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2406(all)
      196    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1283(_is_potential_multi_index)
      273    0.001    0.000    0.001    0.000 /usr/lib/python3.8/inspect.py:654(getfile)
      188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:147(__enter__)
      681    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:736(is_signed_integer_dtype)
       69    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:3748(_maybe_update_cacher)
      266    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:7497(unpack_nested_dtype)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:4(<module>)
       53    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2927(prod)
     8984    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:185(blklocs)
      188    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:637(copy_func)
      276    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:445(_validate_dtype)
      320    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:822(_view)
       74    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:117(_formatwarnmsg)
      594    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2203(_grouping_func)
       59    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:1269(copy)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/named_styles.py:3(<module>)
       74    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:35(_formatwarnmsg_impl)
       52    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/fills.py:57(from_tree)
      578    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/named_styles.py:76(__setattr__)
      152    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:132(_ensure_array)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/series_factory.py:3(<module>)
     2122    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:292(<genexpr>)
      205    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:352(is_datetime64tz_dtype)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/chartspace.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/filters.py:4(<module>)
      636    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:131(__set__)
      308    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1726(<genexpr>)
      181    0.001    0.000    0.001    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       74    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      309    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.is_bool_array}
        1    0.000    0.000    0.001    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/child.py:3(<module>)
     1313    0.001    0.000    0.001    0.000 {built-in method pandas._libs.missing.checknull}
       52    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/fills.py:96(_from_tree)
      188    0.000    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:1024(view)
     1284    0.001    0.000    0.001    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:126(__set__)
